"Id","SalePrice"
1461,126698.465833333
1462,153187.472833333
1463,179741.926233333
1464,183592.0521
1465,197609.645833333
1466,182955.154066667
1467,171880.0486
1468,175838.7208
1469,179518.480366667
1470,126061.102666667
1471,202277.748433333
1472,95706.11
1473,99434.5426666666
1474,152000.753666667
1475,130063.900433333
1476,380772.372333333
1477,254895.497066667
1478,303931.3626
1479,273334.155466667
1480,454639.730766667
1481,308418.652666667
1482,208503.970066667
1483,182218.547966667
1484,174147.011766667
1485,174869.4879
1486,200654.295066667
1487,311967.5334
1488,236450.523433333
1489,209623.136033333
1490,207423.6782
1491,190456.635766667
1492,99113.7374
1493,180811.4451
1494,299428.580066667
1495,292627.185733333
1496,227185.6233
1497,187135.685766667
1498,155407.3826
1499,152995.620566667
1500,160048.205533333
1501,173183.4515
1502,157328.758166667
1503,285252.937733333
1504,231341.624166667
1505,215374.399866667
1506,179906.413
1507,233661.0094
1508,193636.4469
1509,161407.5265
1510,152343.7095
1511,151367.8769
1512,165754.635733333
1513,150290.848033333
1514,159868.093833333
1515,201049.762966667
1516,162443.472366667
1517,152607.9798
1518,135244.466266667
1519,224372.571033333
1520,139378.219133333
1521,144153.270533333
1522,163607.774666667
1523,117347.3883
1524,122919.633266667
1525,127025.825366667
1526,129228.9332
1527,106430.1381
1528,127857.242066667
1529,143286.7732
1530,167556.6611
1531,133833.2888
1532,106045.145166667
1533,143959.163133333
1534,117563.2324
1535,154055.424333333
1536,119003.872233333
1537,92288.3249333334
1538,172658.603933333
1539,232097.263166667
1540,121440.489266667
1541,146617.5423
1542,141004.189733333
1543,198420.7903
1544,85281.5706
1545,103842.6784
1546,123543.213866667
1547,135428.8132
1548,130648.504366667
1549,115448.757866667
1550,144666.3859
1551,120645.628133333
1552,145308.052933333
1553,144014.562733333
1554,113589.225333333
1555,170910.373666667
1556,99780.29
1557,124118.504533333
1558,94499.9283666666
1559,123666.234333333
1560,154538.991733333
1561,163923.534333333
1562,127417.6873
1563,125561.658066667
1564,162268.745833333
1565,156684.233366667
1566,225941.324833333
1567,83816.0749666666
1568,220922.366833333
1569,150341.569733333
1570,136496.763966667
1571,131523.857066667
1572,143151.646333333
1573,244636.332066667
1574,127155.470966667
1575,217118.994533333
1576,232012.916733333
1577,205977.469433333
1578,150640.5959
1579,142796.826666667
1580,190132.5096
1581,142314.814533333
1582,127454.7242
1583,337704.402666667
1584,241016.125333333
1585,140006.034
1586,80040.0742666667
1587,105894.965733333
1588,150895.8707
1589,101515.177733333
1590,134909.063033333
1591,104966.882533333
1592,127341.557733333
1593,118516.797166667
1594,142827.7854
1595,131299.515066667
1596,229273.923933333
1597,165098.307733333
1598,193469.250666667
1599,190646.8851
1600,187426.4527
1601,77889.1857
1602,112647.2178
1603,95556.4617
1604,281696.6823
1605,256674.823233333
1606,169613.765666667
1607,177379.148233333
1608,216889.840333333
1609,200754.358833333
1610,161100.541133333
1611,150136.790866667
1612,173334.410633333
1613,171234.347766667
1614,122185.206066667
1615,89012.5924666666
1616,83686.8624333333
1617,88968.7979
1618,127303.1006
1619,136539.877
1620,169783.6888
1621,145704.576133333
1622,144118.266466667
1623,290139.475066667
1624,219651.287166667
1625,129160.0445
1626,171555.1502
1627,183854.0317
1628,281230.1129
1629,177186.999533333
1630,339122.553033333
1631,213164.650633333
1632,249975.320966667
1633,171121.8098
1634,186403.0571
1635,180111.761133333
1636,166379.185533333
1637,182270.222966667
1638,208355.608366667
1639,181402.791933333
1640,242900.533833333
1641,178656.7026
1642,219804.254833333
1643,224864.981533333
1644,225030.910633333
1645,184003.200666667
1646,156028.031866667
1647,163111.981533333
1648,143210.38
1649,140063.7633
1650,124853.7408
1651,123592.827433333
1652,93709.085
1653,97715.7265333333
1654,156424.664066667
1655,151737.937533333
1656,149873.807933333
1657,155100.715533333
1658,156446.7772
1659,136254.1363
1660,150920.726733333
1661,448020.405933333
1662,368580.718666667
1663,369822.929866667
1664,445156.334033333
1665,310999.497766667
1666,333997.1286
1667,348609.3307
1668,331800.6459
1669,294489.987066667
1670,339729.2577
1671,265911.536066667
1672,461059.619433333
1673,303630.562633333
1674,252848.007966667
1675,194309.0721
1676,195049.2905
1677,215009.4366
1678,442252.960733333
1679,381095.823266667
1680,321899.433
1681,251237.301166667
1682,309268.844566667
1683,188584.0375
1684,173085.8994
1685,175556.786266667
1686,170706.7193
1687,168320.360766667
1688,190440.841566667
1689,190376.3925
1690,183553.241733333
1691,175489.550066667
1692,260553.379833333
1693,170782.943366667
1694,183649.001933333
1695,170742.237066667
1696,272990.686466667
1697,170361.462666667
1698,342228.2464
1699,331124.665566667
1700,247071.086166667
1701,261814.8342
1702,253156.551333333
1703,251972.660766667
1704,296996.8569
1705,235215.960633333
1706,429540.925966667
1707,223677.9301
1708,219836.0791
1709,273551.595333333
1710,222365.595866667
1711,271072.511366667
1712,254216.805
1713,262597.0567
1714,218350.0045
1715,202286.388466667
1716,180641.132533333
1717,163395.0261
1718,131342.272433333
1719,207502.0107
1720,247872.791266667
1721,164262.366033333
1722,124568.345233333
1723,157863.920066667
1724,215859.838033333
1725,230984.2414
1726,193471.8414
1727,177193.579033333
1728,186860.435566667
1729,162333.987066667
1730,165495.950433333
1731,126846.275433333
1732,131405.2363
1733,125422.205
1734,131009.970666667
1735,133416.794033333
1736,118580.4403
1737,359051.636166667
1738,216255.162166666
1739,293886.0486
1740,215277.4126
1741,186151.552533333
1742,172472.2378
1743,174119.062566667
1744,306402.9441
1745,226322.9982
1746,253149.654033333
1747,215450.157766667
1748,211871.836666667
1749,163996.662266667
1750,147235.583733333
1751,223266.271833333
1752,122786.093366667
1753,148803.643633333
1754,204661.168166667
1755,168644.012333333
1756,125857.776066667
1757,119602.077233333
1758,152864.112766667
1759,165888.833166667
1760,161908.181366667
1761,152428.7254
1762,181366.3388
1763,172883.136366667
1764,120323.488766667
1765,186331.637633333
1766,170863.4512
1767,212580.233266667
1768,141509.798166667
1769,166242.148666667
1770,143970.3135
1771,137635.965233333
1772,142359.1165
1773,142011.8235
1774,139015.2566
1775,134510.651666667
1776,122457.138133333
1777,115255.117866667
1778,133079.110866667
1779,119532.569533333
1780,175782.3209
1781,132518.053
1782,103366.160266667
1783,134454.599833333
1784,101681.4584
1785,117586.1939
1786,157281.9679
1787,171297.604433333
1788,67108.6325666667
1789,99398.199
1790,92098.3837666667
1791,194070.367966667
1792,152418.181466667
1793,142454.291866667
1794,141966.8756
1795,139324.2176
1796,128466.1912
1797,122194.7125
1798,126772.3866
1799,112917.7072
1800,128960.784166667
1801,129737.528133333
1802,148326.258566667
1803,154342.1159
1804,142478.786133333
1805,135858.861833333
1806,113188.925533333
1807,140356.8703
1808,121403.718033333
1809,125007.324233333
1810,146071.861133333
1811,115919.9338
1812,112317.171833333
1813,121039.099666667
1814,99658.6418
1815,68760.4350333333
1816,103461.442566667
1817,131409.123266667
1818,137240.088833333
1819,119099.910466667
1820,84462.3196666667
1821,121186.603766667
1822,155936.588133333
1823,68424.9972333333
1824,134730.447633333
1825,142076.590066667
1826,103817.636066667
1827,109680.9301
1828,136016.814366667
1829,115798.7273
1830,138668.534366667
1831,157191.2972
1832,123678.3223
1833,142182.5701
1834,130001.3436
1835,157046.901333333
1836,130024.814766667
1837,102636.302033333
1838,129441.598633333
1839,92130.6507333333
1840,164709.7522
1841,144153.3434
1842,96628.2926333333
1843,143487.415033333
1844,137919.8215
1845,147804.5068
1846,155004.483066667
1847,161819.4225
1848,67073.8451
1849,119093.703566667
1850,129500.3931
1851,154960.7544
1852,127629.2158
1853,140299.408566667
1854,167700.066333333
1855,166173.304733333
1856,220859.923933333
1857,190534.841633333
1858,142610.811233333
1859,121067.554166667
1860,152017.640833333
1861,121206.801333333
1862,273346.5839
1863,266816.6633
1864,266816.6633
1865,328398.597266666
1866,329157.963866666
1867,240805.013833333
1868,300321.9115
1869,199005.075866667
1870,243596.559066667
1871,251401.018733333
1872,173836.465433333
1873,228555.883466667
1874,138652.2455
1875,206316.075333333
1876,194813.404133333
1877,213781.122
