"Id","SalePrice"
1461,121119.0078125
1462,159055.28125
1463,188630.875
1464,193843.3125
1465,196629.25
1466,178987.15625
1467,177370.984375
1468,170152.546875
1469,180105.640625
1470,127425.84375
1471,197943.875
1472,97655.796875
1473,97974.5546875
1474,151239.140625
1475,122242.484375
1476,383753.90625
1477,249372.234375
1478,296850.28125
1479,265154.84375
1480,490893.5
1481,315368.875
1482,206576.046875
1483,169233.5
1484,164595.46875
1485,182134.15625
1486,191251.765625
1487,326389
1488,234936.25
1489,211267.1875
1490,247044.625
1491,191880.75
1492,86227.4375
1493,192689.4375
1494,286118.21875
1495,280899.21875
1496,254005.453125
1497,184478.65625
1498,162568.859375
1499,163622.578125
1500,158615.15625
1501,168381.25
1502,143137.8125
1503,300112.71875
1504,250895.296875
1505,226696.28125
1506,181379.921875
1507,247034.5
1508,202931.875
1509,158334.8125
1510,150030.8125
1511,143885.53125
1512,170698.953125
1513,142131.84375
1514,167633.703125
1515,198201.078125
1516,143082.59375
1517,163001.21875
1518,136566.890625
1519,231010.03125
1520,135446.546875
1521,134715.046875
1522,170877.515625
1523,111066.3125
1524,122447.3203125
1525,124884.8671875
1526,124544.6484375
1527,108499.390625
1528,134121.640625
1529,151001.734375
1530,175203.453125
1531,100880.203125
1532,98940.1875
1533,142383.65625
1534,119766.6875
1535,151674.65625
1536,113878.421875
1537,68647.2890625
1538,169303.828125
1539,215984.53125
1540,100298.9453125
1541,151269.09375
1542,131708.421875
1543,224660.21875
1544,78302.671875
1545,116550.484375
1546,135942.359375
1547,145785.828125
1548,141503.34375
1549,119093.125
1550,142281.546875
1551,119369.8359375
1552,142577.859375
1553,159975.40625
1554,111191.5390625
1555,163386.5625
1556,84320.6171875
1557,122656.109375
1558,98778.390625
1559,82727.375
1560,138580.25
1561,141583.046875
1562,125549.5703125
1563,119250.2421875
1564,160499.15625
1565,149475.8125
1566,238010.796875
1567,69732.0390625
1568,228757.75
1569,131706.03125
1570,145573.40625
1571,125232.0703125
1572,149214.015625
1573,256353.96875
1574,115903.78125
1575,235668.078125
1576,243124.984375
1577,195362.921875
1578,147662.546875
1579,150490
1580,191560.234375
1581,153852.03125
1582,127876.8203125
1583,348823.6875
1584,239041.53125
1585,139135.578125
1586,63832.67578125
1587,100934.5859375
1588,152309.34375
1589,101040.71875
1590,137961.09375
1591,98350.421875
1592,124431.96875
1593,136443.28125
1594,143168.890625
1595,113766.828125
1596,225135.609375
1597,190101.546875
1598,215611.359375
1599,170223.234375
1600,178397.0625
1601,72979.2578125
1602,119570.078125
1603,98200.2421875
1604,282282.90625
1605,251249.859375
1606,169933.78125
1607,193113.03125
1608,218201.328125
1609,186866.046875
1610,150774.453125
1611,136299.59375
1612,165031.140625
1613,168391.28125
1614,128045.09375
1615,86509.421875
1616,67986.296875
1617,96022.0546875
1618,122903.5859375
1619,147894.03125
1620,174162.65625
1621,139798.09375
1622,132883.65625
1623,296343.09375
1624,203653.453125
1625,130428.40625
1626,163423
1627,184343.15625
1628,273208.09375
1629,186682.46875
1630,389387.96875
1631,215083.265625
1632,240559.90625
1633,174389.546875
1634,193481.65625
1635,174969.34375
1636,153013.890625
1637,195320.515625
1638,199884.671875
1639,180867.109375
1640,254813.09375
1641,178785
1642,222701.125
1643,230648.96875
1644,231897.28125
1645,183599.296875
1646,158487.859375
1647,152029.984375
1648,135819.265625
1649,139565.203125
1650,121246.421875
1651,123143.3515625
1652,99874.8984375
1653,99500.7578125
1654,146173.296875
1655,143475.625
1656,148110.078125
1657,148614.1875
1658,152840.703125
1659,125638
1660,161496.796875
1661,456559.625
1662,396289.25
1663,387956.96875
1664,453694.5625
1665,311674.78125
1666,349958.25
1667,354185.78125
1668,334586.46875
