"Id","SalePrice"
1461,125739.140625
1462,157273.234375
1463,180628.53125
1464,191474.640625
1465,192753.515625
1466,177201.234375
1467,172166.375
1468,170372.390625
1469,180546.921875
1470,126394.84375
1471,196989.5
1472,95722.84375
1473,96931.546875
1474,148950.03125
1475,127925.2265625
1476,354231.1875
1477,255302.84375
1478,294105.125
1479,251315.921875
1480,479737.03125
1481,315022.28125
1482,203735.71875
1483,163260.703125
1484,170058.8125
1485,174396.53125
1486,193590.390625
1487,302225.78125
1488,227889.96875
1489,207479.5
1490,221609.96875
1491,188488.59375
1492,89305.40625
1493,206539.25
1494,288163.125
1495,271989.1875
1496,232196.625
1497,182386.359375
1498,160431.34375
1499,159879.671875
1500,153872.609375
1501,169228.90625
1502,157115.421875
1503,307430.40625
1504,231265
1505,225285.234375
1506,182004.5
1507,226733.546875
1508,193287.671875
1509,160208.84375
1510,152603.703125
1511,145453.90625
1512,169799.59375
1513,151302.765625
1514,162436.46875
1515,203802.015625
1516,152612.25
1517,158566.90625
1518,123646.03125
1519,224768.3125
1520,136131.421875
1521,137959.578125
1522,167690.6875
1523,109493.5546875
1524,124370.0703125
1525,123682.8671875
1526,120927.796875
1527,103801.984375
1528,133615.65625
1529,150125.65625
1530,176241.28125
1531,110405.8984375
1532,97348.3359375
1533,149921.34375
1534,119541.921875
1535,151506.328125
1536,118669.6875
1537,67373.5234375
1538,171646.234375
1539,249135.765625
1540,85266.7109375
1541,148822.453125
1542,142089.375
1543,226392.171875
1544,73722.5390625
1545,103827.8828125
1546,127815.546875
1547,132950.5625
1548,132275.46875
1549,120655.8359375
1550,138550.09375
1551,108533.8515625
1552,128767.2421875
1553,150552.703125
1554,113994.625
1555,170031.59375
1556,79600.4140625
1557,117361.8671875
1558,90250.5
1559,90997.828125
1560,142413.546875
1561,127571.3828125
1562,129016.8203125
1563,122678.96875
1564,152210.53125
1565,154032.078125
1566,236613.59375
1567,67942.5546875
1568,212890.078125
1569,141639.359375
1570,138270.078125
1571,135562.796875
1572,146745.28125
1573,251981.1875
1574,117563.59375
1575,221592.09375
1576,238386.09375
1577,195765.015625
1578,155980.421875
1579,140091.578125
1580,191667.71875
1581,150377.609375
1582,130444.6796875
1583,347992.3125
1584,237897.265625
1585,141157.265625
1586,61392.44921875
1587,99887.0390625
1588,147374.28125
1589,100136.9375
1590,134213.078125
1591,99526.8515625
1592,126047.5859375
1593,135690.109375
1594,155453.484375
1595,117605.6171875
1596,236472.46875
1597,190393.875
1598,209506.828125
1599,179559.3125
1600,172394.59375
1601,73532.8125
1602,110850.0234375
1603,89427.8359375
1604,280450.53125
1605,242169.171875
1606,172358.921875
1607,151802.703125
1608,216506.984375
1609,190333.84375
1610,152629.625
1611,147025.140625
1612,159516.75
1613,163508.46875
1614,120157.984375
1615,89789.4140625
1616,77210.6640625
1617,90799.84375
1618,126633.8671875
1619,140947.390625
1620,140735.9375
1621,137320.03125
1622,133670.5625
1623,297576.5625
1624,201418.46875
1625,127148.7109375
1626,162784.078125
1627,183881.703125
1628,273148.59375
1629,178869.609375
1630,390264.4375
1631,223075.6875
1632,251689.359375
1633,168376.609375
1634,187299.78125
1635,182796.28125
1636,154755.1875
1637,185929.0625
1638,203151.4375
1639,177345
1640,246913.9375
1641,172131.625
1642,220598.5625
1643,214985.109375
1644,218947.328125
1645,176580.328125
1646,155639.40625
1647,154886.375
1648,132105.328125
1649,142426.078125
1650,119190.890625
1651,127058.9921875
1652,94356.09375
1653,98359.8671875
1654,149859.703125
1655,147381.296875
1656,148373.703125
1657,151531.1875
1658,147987.40625
1659,131182.90625
1660,155539.640625
1661,474167.5625
1662,397693.375
1663,355724.46875
1664,487545.25
1665,319675.90625
1666,342038.9375
1667,356804.96875
1668,343291.65625
1669,294553.125
1670,352176.65625
1671,265423.6875
1672,518291.40625
1673,339635.21875
1674,242489.96875
1675,187273.15625
1676,188854.796875
1677,213565.78125
1678,457151.40625
1679,421623.65625
1680,338611.96875
1681,266151.84375
1682,303766.21875
1683,180284.734375
1684,166781.59375
1685,173839.65625
1686,172379.140625
1687,165244.75
1688,185722.75
1689,192082.3125
1690,184806.046875
1691,178096.40625
1692,255703.3125
1693,170243.328125
1694,184025.421875
1695,165108.296875
1696,268734.03125
1697,170679.328125
1698,386098
1699,308476.09375
1700,247392.234375
1701,261050.0625
1702,262039.0625
1703,249484.4375
1704,312340.125
1705,224027.359375
1706,483219.5
1707,221320.671875
1708,208019.65625
1709,290526.71875
1710,219709.703125
1711,246499.890625
1712,251688.3125
1713,267514.53125
1714,223581.421875
1715,210475.46875
1716,182818.59375
1717,165387.265625
1718,138084.15625
1719,202174.765625
1720,251309.546875
1721,163156.625
1722,126771.15625
1723,157389.65625
1724,205371.6875
1725,238995.515625
1726,192436.4375
1727,164379.25
1728,183158.828125
1729,170300.578125
1730,163850.359375
1731,126576.75
1732,121039.6953125
1733,120339.6875
1734,125009.9375
1735,131411.921875
1736,122196.6171875
1737,361663.125
1738,217022.734375
1739,307316.3125
