"Id","SalePrice"
1461,121632.3359375
1462,167156.3125
1463,184247.109375
1464,190282.34375
1465,189924.796875
1466,173627.265625
1467,178801
1468,165526.703125
1469,187729.734375
1470,127138.4375
1471,196139.875
1472,98349.015625
1473,96870.9921875
1474,156970.46875
1475,120889.84375
1476,364970.34375
1477,258644.90625
1478,294471.0625
1479,274036.53125
1480,531172.4375
1481,310273.59375
1482,211070.640625
1483,165219.75
1484,172208.203125
1485,181084.171875
1486,192378.671875
1487,341261.59375
1488,236002.765625
1489,208771.46875
1490,224692.546875
1491,196514.515625
1492,85479.2265625
1493,194666.921875
1494,292828.5625
1495,270505.59375
1496,231637.921875
1497,188899.515625
1498,165649.1875
1499,162686.65625
1500,155303.296875
1501,173937.296875
1502,156060.421875
1503,298221.9375
1504,233767.59375
1505,225521.359375
1506,175402.171875
1507,242135.328125
1508,190944.390625
1509,160668.625
1510,150663.375
1511,141045.390625
1512,174323.890625
1513,141319.21875
1514,160959.921875
1515,190941.5
1516,148100.40625
1517,156693.375
1518,140335.34375
1519,228429.734375
1520,133540.6875
1521,133386.984375
1522,167396.59375
1523,112521.8359375
1524,124173.2421875
1525,124247.1640625
1526,122705.625
1527,111274.0703125
1528,137193.046875
1529,150932.984375
1530,168402.265625
1531,106265.28125
1532,95142.9453125
1533,149408.59375
1534,117812.3046875
1535,147080.53125
1536,110187.5625
1537,66264.53125
1538,179726.890625
1539,215095.75
1540,104168.7265625
1541,145409.140625
1542,131821.78125
1543,208781.625
1544,78698.7421875
1545,113289.125
1546,134423.390625
1547,138790.296875
1548,140632.453125
1549,123586.265625
1550,143169.546875
1551,116746.6796875
1552,130790.4296875
1553,158881.6875
1554,111418.484375
1555,164167.078125
1556,80460.78125
1557,110599.7578125
1558,99444.171875
1559,84309.609375
1560,145188.921875
1561,142634.171875
1562,123210.7265625
1563,122195.75
1564,163730.5
1565,151156.953125
1566,243555.0625
1567,73814.3984375
1568,227907.6875
1569,135886.96875
1570,137422.625
1571,126335.75
1572,147679.640625
1573,240646.609375
1574,121530.1640625
1575,211168.125
1576,235313.875
1577,191788.03125
1578,147817.125
1579,149226.5
1580,191088.859375
1581,152779.796875
1582,129052.7265625
1583,344595.9375
1584,232466.453125
1585,140646.765625
1586,62959.9296875
1587,95784.3203125
1588,151946.25
1589,96735.65625
1590,140456.578125
1591,98968.1953125
1592,119722.6875
1593,133351.21875
1594,154162.125
1595,110907.671875
